"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"0112","AA0112","Cultivo de hortalizas, especialidades de horticultura y productos de vivero","","5","011","Esta clase comprende:
¿   el cultivo de legumbres y hortalizas: tomates, melones, cebollas, coles, lechugas, pepinos, zanahorias, judías, berros, maíz dulce, calabacines, berenjenas, puerros
¿   el cultivo de hierbas de condimento y hortalizas: alcaparras, pimientos, hinojo, perejil, perifollo, estragón, mejorana cultivada
¿   el cultivo de setas, la recolección de setas y trufas silvestres
¿   el cultivo de flores
¿   la producción de semillas para flores, árboles frutales, legumbres y hortalizas
¿   el cultivo de plantas destinadas a la jardinería ornamental, incluida la turba para transplantes","","Esta clase no comprende:
¿   el cultivo de patatas (véase 01.11)
¿   el cultivo de remolacha azucarera (véase 01.11)
¿   el cultivo de semillas y frutos oleaginosos (véase 01.11)
¿   el cultivo de raíces y tubérculos ricos en almidón o inulina (véase 01.11 )
¿   el cultivo de algodón y otros materiales textiles de origen vegetal (véase 01.11)
¿   el cultivo de especias (véase 01.13)
¿   el cultivo de aceitunas (véase 01.13)
¿   la explotación de viveros forestales (véase 02.01)
¿   el cultivo de árboles de navidad (véase 02.01)","","",
"0113","AA0113","Cultivo de frutas, frutos secos, especias y cultivos para bebidas","","5","011","Esta clase comprende:
¿   el cultivo de frutas: manzanas, peras, agrios, albaricoques, fresas, bayas, cerezas, melocotones, plátanos, aguacates, dátiles, etc.
¿   la producción de uva de vinificación y uva de mesa
¿   la elaboración de vino a partir de uva de producción propia
¿   la producción de frutos secos comestibles, incluidos los cocos
¿   el cultivo de plantas para bebidas e infusiones tales como café, cacao, té, hierba mate
¿   el cultivo de especias: laurel, albahaca, anís, cilantro, comino, canela, clavo, nuez moscada, jengibre, etc.
¿   el cultivo de aceitunas para la producción de aceite y para el consumo directo
¿   la elaboración de aceite de oliva a partir de aceituna de producción propia","Este grupo comprende también:
¿   la recolección de bayas silvestres y frutos secos comestibles","Esta clase no comprende:
¿   el cultivo de cacahuetes (véase 01.11)
¿   el cultivo de conos de lúpulo y de raíces de achicoria (véase 01.11)
¿   el cultivo de hortalizas que dan fruto (tomates, melones, pepinos, etc.) (véase 01.12)
¿   el cultivo de pimientos frescos, perejil y estragón (véase 01.12)
¿   la elaboración de aceite de oliva a partir de aceituna distinta a la de producción propia (véase 15.42)
¿   la elaboración de cacao (véase 15.84)
¿   la transformación de café y hojas de té (véase 15.86)
¿   la elaboración de vino a partir de uva distinta a la de producción propia (véase 15.93)","","",
"012","AA012","Producción ganadera","","4","01","","","","","",
"0121","AA0121","Explotación de ganado bovino y producción de leche cruda","","5","012","Esta clase comprende:
¿   la explotación de ganado bovino
¿   la producción de leche cruda","","Esta clase no comprende:
¿   la estabulación de ganado y su cuidado por cuenta de terceros (véase 01.42)
¿   la elaboración de leche fuera de las explotaciones (véase 15.51)","","",
"0122","AA0122","Explotación de ganado ovino, caprino y equino","","5","012","Esta clase comprende:
¿   la explotación y cría de ganado equino
¿   la explotación de ganado ovino y caprino
¿   la producción de lana en bruto
¿   la producción de leche cruda de ganado ovino y caprino","","Esta clase no comprende:
¿   el esquileo de animales a tanto alzado o en régimen de contrata (véase 01.42)
¿   la producción de hilachas de lana (véase 15.11)
¿   el mantenimiento de cuadras de caballos y de escuelas de equitación (véase 92.62)","","",
"0123","AA0123","Explotación de ganado porcino","","5","012","","","","","",
"0124","AA0124","Avicultura","","5","012","Esta clase comprende:
¿   la cría de aves:
     ¿   la cría de pavos, patos, pollos, ocas y pintadas
¿   la producción de huevos","","Esta clase no comprende:
¿   la explotación de otras aves (véase 01.25)
¿   la producción de plumas y plumón (véase 15.12)","","",
"0125","AA0125","Otras explotaciones de ganado","","5","012","Esta clase comprende:
¿   la apicultura y la producción de miel y cera de abeja
¿   la cría de conejos
¿   la cría de animales domésticos
¿   la cría de animales de peletería y la producción de pieles en bruto
¿   la cría de gusanos de seda y la sericultura
¿   la cría de reptiles de agua y de ranas en estanques
¿   la cría de caracoles
¿   la cría de animales diversos","","Esta clase no comprende:
¿   la estabulación de animales de granja y su cuidado (véase 01.42)
¿   la producción de cueros y pieles procedentes de la caza y captura (véase 01.50)
¿   el adiestramiento de animales domésticos (véase 93.05)","","",
"013","AA013","Producción agraria combinada con producción ganadera","","4","01","","","","","",
"0130","AA0130","Producción agraria combinada con producción ganadera","","5","013","Esta clase comprende:
¿   la producción agraria combinada con la cría de ganado en unidades de actividad conjunta con un porcentaje de especialización en cada una inferior al 66 % de los márgenes brutos normales","","Esta clase no comprende:
¿   las unidades de cultivo mixto o de ganado mixto (véase su actividad principal)","","",
"014","AA014","Actividades de servicios relacionados con la agricultura y la ganadería, excepto las actividades veterinarias; mantenimiento de jardines","","4","01","","","","","",
"0141","AA0141","Actividades de los servicios relacionados con la agricultura; mantenimiento de jardines","","5","014","Esta clase comprende:
¿   las actividades agrícolas a tanto alzado o bien en régimen de contrata:
     ¿   la preparación de terrenos de cultivo
     ¿   el establecimiento del cultivo
     ¿   el tratamiento de los cultivos
     ¿   la fumigación de los cultivos, incluida la fumigación aérea
     ¿   la poda de los árboles frutales y las vides
     ¿   el trasplante de los tallos de arroz y el aclarado de las remolachas
     ¿   la recolección y la preparación de cosechas para los mercados primarios (limpieza, poda, clasificación, secado, desinfección, encerado, abrillantado, envoltura, descortezado, enriado, refrigeración y embalaje a granel, incluido el embalaje en gases exentos de oxígeno)
     ¿   el control de las plagas (incluida la de conejos) en relación con la agricultura
¿   la explotación de los sistemas de riego
¿   mantenimiento de jardines para la construcción, el mantenimiento y la remodelación paisajística, como, por ejemplo:
     ¿   parques y jardines para
          -   viviendas privadas y públicas
          -   edificios públicos y semipúblicos (centros de enseñanza, hospitales, edificios administrativos, construcciones religiosas, etc.)
          -   terrenos municipales (parques, zonas verdes, cementerios, etc.)
          -   vegetación viaria (carreteras, líneas de ferrocarril y tranvía, vías navegables, puertos)
          -   edificios industriales y comerciales
     ¿   plantas para edificios (jardines en azoteas y fachadas, jardines interiores)
     ¿   terrenos deportivos y de juego y otros parques recreativos (terrenos deportivos y de juego, praderas para tomar el sol, campos de golf)
     ¿   extensiones y cursos de agua (estanques, zonas húmedas variables, lagunas, piscinas, canales, cursos de agua, sistemas de aguas residuales)
     ¿   plantaciones y paisajismo para la protección contra el ruido, el viento, la erosión, la visibilidad y el deslumbramiento
¿   medidas paisajísticas para la protección del medio ambiente y la naturaleza, así como el mantenimiento del paisaje (renaturalización, nuevo cultivo, mejora del terreno, zonas de retención, embalses para la prevención de inundaciones)
¿   arboricultura y cirugía arbórea, incluidas la poda de árboles y setos y la replantación de grandes árboles","Esta clase comprende también:
¿   el alquiler de maquinaria agraria con operarios","Esta clase no comprende:
¿   la tala de árboles para adaptar el terreno a la producción agraria (véase 02.01)
¿   la elaboración de fibras de origen vegetal (véase 17.1)
¿   el despeje de terrenos para su utilización para la producción agraria (véase 45)
¿   las actividades mercadotécnicas efectuadas por intermediarios a comisión y asociaciones cooperativas (véase 51)
¿   los servicios de agrónomos y economistas agrarios (véase 74.14)
¿   el diseño y la planificación de jardines e instalaciones deportivas (véase 74.20)
¿   la organización de exposiciones y ferias agrícolas (véase 74.87)","","",
"0142","AA0142","Actividades de los servicios relacionados con la ganadería, excepto las actividades veterinarias","","5","014","Esta clase comprende:
¿   las actividades ganaderas a tanto alzado o en régimen de contrata:
     ¿   las actividades relacionadas con la inseminación artificial
     ¿   los servicios de control del ganado, de su conducción, de pasturaje, de castración de aves de corral, de limpieza de corrales, etc.
     ¿   las actividades destinadas al fomento, desarrollo y producción de ganado
     ¿   la estabulación de animales de granja y su cuidado","","Esta clase no comprende:
¿   los servicios relacionados con la alimentación (véase 01.2)
¿   las actividades de los servicios destinados a fomentar la caza y captura comercial (véase 01.50)
¿   las actividades mercadotécnicas efectuadas por intermediarios a comisión y por asociaciones cooperativas (véase 51)
¿   las actividades de agrónomos y economistas agrarios (véase 74.14)
¿   los servicios veterinarios (véase 85.20)","","",
"015","AA015","Caza, captura de animales y repoblación cinegética, incluidas las actividades de los servicios relacionados con las mismas","","4","01","","","","","",
"0150","AA0150","Caza, captura de animales y repoblación cinegética, incluidas las actividades de los servicios relacionados con las mismas","","5","015","Esta clase comprende:
¿   la caza y captura de animales para carne, pieles, cueros o para utilizarlos en la investigación, en zoológicos o como animales de compañía
¿   la producción de peletería, de pieles de reptiles y aves procedentes de la caza mediante métodos ordinarios y trampas
¿   la repoblación y cría cinegética
¿   los servicios relacionados con la caza con fines comerciales","Esta clase comprende también:
¿   la captura de mamíferos marinos como focas y morsas","Esta clase no comprende:
¿   la producción de peletería, de pieles de reptiles y aves procedentes de granjas (véase 01.25)
¿   la cría de animales en granjas (véase 01.21)
¿   la captura de ballenas (véase 05.01)
¿   la producción de pieles y cueros procedentes de mataderos (véase 15.11)
¿   la caza deportiva o recreativa (véase 92.62)","","",
"02","AA02","Silvicultura, explotación forestal y actividades de los servicios relacionados con las mismas","","3","AA","","","","","",
"020","AA020","Silvicultura, explotación forestal y actividades de los servicios relacionados con las mismas","","4","02","","","","","",
"0201","AA0201","Silvicultura y explotación forestal","","5","020","Esta clase comprende:
¿   el cultivo de madera en pie: la plantación, la repoblación, el transplante, el raleo y la conservación de bosques y zonas forestales
¿   el cultivo de sotos y madera para pasta
¿   la explotación de viveros forestales
¿   el cultivo de árboles de navidad
¿   la explotación forestal: el derribo de árboles y la producción de madera en bruto como puntales para minas, rodrigones hendidos, estaquillas de madera y leña para calefacción
¿   el cultivo de fibras vegetales para espartería","Esta clase comprende también:
¿   la recolección de productos forestales silvestres: la recolección de balata y otras gomas naturales análogas, corcho, goma laca, resina, bálsamos naturales, crin vegetal, crin marina y similares, bellotas y castañas de indias, musgos, líquenes","Esta clase no comprende:
¿   el cultivo y la recolección de setas y trufas silvestres (véase 01.12)
¿   la recolección de bayas silvestres y frutos secos comestibles (véase 01.13)
¿   la producción de astillas de madera (véase 20.10)","","",
"1552","DA1552","Elaboración de helados","","5","155","Esta clase comprende:
¿   la producción de helados y productos similares como sorbetes","","Esta clase no comprende:
¿   las actividades del comercio al por menor de helados (véase 55.30)","","",
"156","DA156","Fabricación de productos de molinería, almidones y productos amiláceos","","4","15","","","","","",
"1561","DA1561","Fabricación de productos de molinería","","5","156","Esta clase comprende:
¿   la molienda de cereales: producción de harinas, grañones, sémolas o aglomerados (pellets) de trigo, centeno, avena, maíz y otros granos de cereales
¿   la molienda de arroz: producción de arroz descascarillado, blanqueado, pulido, glaseado, escaldado o convertido. La elaboración de harina de arroz
¿   la molienda de productos de origen vegetal: producción de harinas o sémolas de leguminosa de grano seco, de raíces o tubérculos, o de frutos secos comestibles
¿   la fabricación de productos para el desayuno a base de cereales
¿   la fabricación de mezclas de harina y masa para pan, pasteles, galletas o tortitas (panqueques)","","Esta clase no comprende:
¿   la fabricación de harina o sémola de patata (véase 15.31)
¿   el triturado de maíz húmedo (véase 15.62)","","",
"1562","DA1562","Fabricación de almidones y productos amiláceos","","5","156","Esta clase comprende:
¿   la elaboración de almidones y féculas de arroz, patata, maíz, etc.
¿   el triturado de maíz húmedo
¿   la elaboración de glucosa, jarabe de glucosa, maltosa, etc.
¿   la elaboración de gluten
¿   la elaboración de tapioca
¿   la elaboración de aceite de maíz","","Esta clase no comprende:
¿   la elaboración de lactosa (véase 15.51)
¿   la producción de azúcar de caña o remolacha azucarera (véase 15.83)","","",
"0202","AA0202","Actividades de los servicios relacionados con la silvicultura y la explotación forestal","","5","020","Esta clase comprende:
¿   los servicios forestales: la evaluación de masas en pie, la estimación del valor de la madera, los servicios de protección contra incendios
¿   los servicios relacionados con la explotación forestal: acarreo y transporte de madera en el interior del bosque","","","","",
"B","B","Pesca","","1","","","","","","",
"BA","BA","Pesca","","2","B","","","","","",
"05","BA05","Pesca, acuicultura y actividades de los servicios relacionados con las mismas","","3","BA","","","","","",
"050","BA050","Pesca, acuicultura y actividades de los servicios relacionados con las mismas","","4","05","","","","","",
"0501","BA0501","Pesca","","5","050","Esta clase comprende:
¿   la pesca de altura, de litoral o en aguas continentales
¿   la recolección de crustáceos y moluscos marinos y de agua dulce
¿   la captura de animales acuáticos: tortugas, ascidias y otros tunicados, erizos de mar, etc.","Esta clase comprende también:
¿   la recolección de productos marinos como perlas naturales, esponjas, coral y algas
¿   actividades de servicios relacionados con la pesca","Esta clase no comprende:
¿   la captura de mamíferos marinos, excepto ballenas por ejemplo: morsas y focas (véase 01.50)
¿   el tratamiento de pescado, crustáceos y moluscos, no asociado a la actividad pesquera como tal, es decir, en buques factoría dedicados a la transformación y conservación de pescado, o en factorías en tierra (véase 15.20)
¿   la pesca deportiva o de recreo y servicios afines (véase 92.62)","","",
"0502","BA0502","Acuicultura","","5","050","Esta clase comprende:
¿   la producción de larvas de ostras, mejillones y larvas de otros moluscos, bogavantes jóvenes, camarones poslarvarios, alevines y jaramugos
¿   el cultivo de algas comestibles
¿   la explotación, alevinaje y cría de peces de agua dulce y salada, incluidos los peces ornamentales
¿   el cultivo de ostras
¿   actividades de los servicios relacionados con la acuicultura","","Esta clase no comprende:
¿   la cría de ranas (véase 01.25)
¿   la explotación de cotos de pesca deportiva (véase 92.62)","","",
"C","C","Industrias extractivas","","1","","","","","","",
"CA","CA","Extracción de productos energéticos","","2","C","","","","","",
"10","CA10","Extracción y aglomeración de antracita y hulla, lignito y turba","","3","CA","","","","","",
"101","CA101","Extracción y aglomeración de antracita y hulla","","4","10","","","","","",
"1010","CA1010","Extracción y aglomeración de antracita y hulla","","5","101","Esta clase comprende:
¿   la extracción de hulla: la explotación de minas subterráneas o a cielo abierto
¿   el lavado, el cribado, la clasificación, la pulverización, etc. de hulla
¿   la aglomeración de hulla","Esta clase comprende también:
¿   la recuperación de hulla a partir de escorias","Esta clase no comprende:
¿   hornos de coque para la producción de combustibles sólidos (véase 23.10)","","",
"102","CA102","Extracción y aglomeración de lignito pardo","","4","10","","","","","",
"1020","CA1020","Extracción y aglomeración de lignito pardo","","5","102","Esta clase comprende:
¿   la extracción de lignito (carbón fósil): la explotación de minas subterráneas o a cielo abierto
¿   el lavado, la deshidratación, la pulverización de lignito
¿   la aglomeración de lignito","","","","",
"103","CA103","Extracción y aglomeración de turba","","4","10","","","","","",
"1030","CA1030","Extracción y aglomeración de turba","","5","103","Esta clase comprende:
¿   la extracción de turba
¿   la aglomeración de turba","","Esta clase no comprende:
¿   la fabricación de artículos de turba (véase 26.82)","","",
"11","CA11","Extracción de crudos de petróleo y gas natural; actividades de los servicios relacionados con las explotaciones petrolíferas y de gas, excepto las actividades de prospección","","3","CA","","","","","",
"111","CA111","Extracción de crudos de petróleo y gas natural","","4","11","","","","","",
"1110","CA1110","Extracción de crudos de petróleo y gas natural","","5","111","Esta clase comprende:
¿   la extracción de crudos de petróleo
¿   la producción de hidrocarburos gaseosos crudos (gas natural)
¿   la extracción de condensados
¿   el drenaje y la separación de fracciones de hidrocarburos líquidos
¿   la licuefacción y regasificación de gas natural para su transporte
¿   la desulfurización de gas","Esta clase comprende también:
¿   la extracción de arenas y pizarras bituminosas
¿   la producción de crudos de petróleo a partir de arenas y pizarras bituminosas","Esta clase no comprende:
¿   las actividades de los servicios relacionados con la extracción de petróleo y gas natural (véase 11.20)
¿   la fabricación de productos refinados del petróleo (véase 23.20)
¿   la recuperación de los gases licuados de petróleo procedentes del proceso de refinación (véase 23.20)
¿   la explotación de gasoductos y oleoductos (véase 60.30)
¿   los estudios geofísicos, geológicos y sismográficos (véase 74.20)","","",
"112","CA112","Actividades de los servicios relacionados con las explotaciones petrolíferas y de gas, excepto las actividades de prospección","","4","11","","","","","",
"1120","CA1120","Actividades de los servicios relacionados con las explotaciones petrolíferas y de gas, excepto las actividades de prospección","","5","112","Esta clase comprende:
¿   las actividades de los servicios de los yacimientos de petróleo y gas natural prestados a tanto alzado o en régimen contractual:
     ¿   la perforación dirigida, la perforación repetida; el inicio de la perforación (por vibración del cable); la construcción in situ, la reparación y el desmantelamiento de torres de perforación; el bombeo de los pozos; el taponamiento y abandono de los pozos, etc.","","Esta clase no comprende:
¿   los estudios geofísicos, geológicos y sismográficos (véase 74.20)","","",
"12","CA12","Extracción de minerales de uranio y de torio","","3","CA","","","","","",
"120","CA120","Extracción de minerales de uranio y de torio","","4","12","","","","","",
"1200","CA1200","Extracción de minerales de uranio y de torio","","5","120","Esta clase comprende:
¿   la extracción de minerales de uranio y de torio
¿   la concentración de estos minerales
¿   la fabricación de concentrado de uranio","","Esta clase no comprende:
¿   el enriquecimiento de minerales de uranio y de torio (véase 23.30)
¿   la fabricación de materiales fisibles y fértiles (véase 23.30)
¿   la fabricación de metal de uranio (véase 23.30)","","",
"CB","CB","Extracción de otros minerales, excepto productos energéticos","","2","C","","","","","",
"13","CB13","Extracción de minerales metálicos","","3","CB","","","","","",
"131","CB131","Extracción de mineral de hierro","","4","13","","","","","",
"1310","CB1310","Extracción de mineral de hierro","","5","131","Esta clase comprende:
¿   la extracción de minerales cuya explotación se debe fundamentalmente a su contenido en hierro
¿   el aprovechamiento y la aglomeración de minerales de hierro","","Esta clase no comprende:
¿   la extracción y preparación de piritas y de pirrotita (véase 14.30)","","",
"132","CB132","Extracción de minerales metálicos no férreos, excepto uranio y torio","","4","13","","","","","",
"1320","CB1320","Extracción de minerales metálicos no férreos, excepto uranio y torio","","5","132","Esta clase comprende:
¿   la extracción y preparación de minerales cuya explotación se debe fundamentalmente a su contenido en metales no férreos:
     ¿   minerales de aluminio (bauxita), cobre, plomo, cinc, estaño, manganeso, cromo, níquel, cobalto, molibdeno, tantalio, vanadio, etc.
     ¿   minerales de metales preciosos: extracción y preparación de minerales de oro, plata y platino","","Esta clase no comprende:
¿   la extracción y preparación de minerales de uranio y torio (véase 12.00)
¿   la producción de óxido de aluminio, de matas de níquel o de cobre (véase 27.4)","","",
"14","CB14","Extracción de minerales no metálicos ni energéticos","","3","CB","","","","","",
"141","CB141","Extracción de piedra","","4","14","","","","","",
"1411","CB1411","Extracción de piedra ornamental y de construcción","","5","141","Esta clase comprende:
¿   la extracción, desbastado y troceado por aserrado de las piedras de talla y de construcción (mármol, granito, areniscas)
¿   la trituración y fragmentación de piedra","","Esta clase no comprende:
¿   la extracción de minerales para la industria química y la fabricación de abonos (véase 14.30)
¿   la talla, el labrado y el acabado de piedra ornamental y de construcción fuera de las canteras (véase 26.70)","","",
"1412","CB1412","Extracción de piedra caliza, yeso y creta","","5","141","Esta clase comprende:
¿   la extracción, pulverización y trituración de piedra caliza
¿   la extracción de yeso y anhidrita
¿   la extracción de creta y dolomita no calcinada","","Esta clase no comprende:
¿   la extracción de minerales para la industria química y la fabricación de abonos (véase 14.30)
¿   la producción de dolomita calcinada (véase 26.52)","","",
"1413","CB1413","Extracción de pizarras","","5","141","","","","","",
"142","CB142","Extracción de arenas y arcillas","","4","14","","","","","",
"1421","CB1421","Extracción de gravas y arenas","","5","142","Esta clase comprende:
¿   la extracción y el dragado de arena industrial, arena para la construcción y grava
¿   la trituración y molido de grava y arena","","Esta clase no comprende:
¿   la extracción de arena bituminosa (véase 11.10)
¿   la extracción de minerales para la industria química y la fabricación de abonos (véase 14.30)","","",
"1422","CB1422","Extracción de arcilla y caolín","","5","142","Esta clase comprende:
¿   la extracción de arcilla, tierras refractarias y caolín","","Esta clase no comprende:
¿   la extracción de minerales para la industria química y la extracción de abonos (véase 14.30)","","",
"143","CB143","Extracción de minerales para abonos y productos químicos","","4","14","","","","","",
"1430","CB1430","Extracción de minerales para abonos y productos químicos","","5","143","Esta clase comprende:
¿   la extracción de fosfatos naturales y sales de potasio naturales
¿   la extracción de azufre
¿   la extracción y preparación de piritas y pirrotita
¿   la extracción de sulfatos y de carbonatos de bario naturales (baritina y witherita), de boratos naturales, de sulfatos de magnesio naturales (kieserita)
¿   la extracción de tierras colorantes y de espato flúor","Esta clase comprende también:
¿   la extracción de guano","Esta clase no comprende:
¿   la producción de sal (véase 14.40)
¿   el tostado de las piritas de hierro (véase 24.13)
¿   la fabricación de fertilizantes sintéticos y de compuestos nitrogenados (véase 24.15)","","",
"144","CB144","Producción de sal","","4","14","","","","","",
"1440","CB1440","Producción de sal","","5","144","Esta clase comprende:
¿   la extracción de sal de yacimientos subterráneos, incluido el bombeo y la disolución
¿   la producción de sal por evaporación del agua de mar y de otras aguas salinas
¿   la producción de salmueras y otras soluciones salinas
¿   el molido, la purificación y el refinado de la sal","","Esta clase no comprende:
¿   la producción de agua potable por evaporación de aguas salinas (véase 41.00)","","",
"145","CB145","Extracción de otros minerales no metálicos ni energéticos","","4","14","","","","","",
"1450","CB1450","Extracción de otros minerales no metálicos ni energéticos","","5","145","Esta clase comprende:
¿   la extracción de minerales y materiales diversos:
     ¿   la extracción de materias abrasivas, amianto, harinas fósiles de silicio, grafito natural, esteatita (talco), feldespato, etc.
     ¿   la extracción de piedras preciosas, cuarzo, mica, etc.
     ¿   la extracción de asfalto natural y betún","","","","",
"D","D","Industria manufacturera","","1","","","","","","",
"DA","DA","Industrias de la alimentación, bebidas y tabaco","","2","D","","","","","",
"15","DA15","Industrias de productos alimenticios y bebidas","","3","DA","","","","","",
"151","DA151","Industrias cárnicas","","4","15","","","","","",
